Actual,SARIMAX Forecast
2.086,1.2858100635098555
1.424,1.1112227525515976
-0.372,2.5188983839405656
1.615,1.343972433418657
2.082,-0.04613995086738797
0.851,-0.20783815488324445
1.092,1.670522388138406
3.22,-1.7821526289354441
2.7870000000000004,-0.3255722270660079
-2.527,0.492868451640463
3.755,1.347737870065159
0.936,3.538915662431114
2.38,0.8071802650328875
0.4539999999999999,0.6960178461536805
0.92,2.521056400992879
2.197,1.4142447813042083
0.482,0.21234437244518514
0.21099999999999997,-0.38233293769039123
1.4360000000000002,1.9248986249548528
0.744,-2.07121874393348
0.974,-0.4212369675197814
-0.709,0.3881159420109843
-2.811,1.365895062139258
0.951,3.1577762635561184
0.17900000000000002,0.41167369435054213
0.426,0.8968274655397998
2.75,2.8046624448849826
1.7119999999999997,1.1517937281878483
0.13000000000000006,-0.14332316159152497
1.928,-0.3639285273778523
0.7779999999999999,1.531882049834845
2.9740000000000006,-2.6157141932469186
3.1499999999999995,0.23397869883250266
4.374,0.6193151043494045
3.941,1.4895803132888055
3.6050000000000004,3.5945805194982374
0.7759999999999999,0.7741002104486149
0.978,0.9012203429543422
2.755,2.642399366641867
-0.13099999999999998,1.281266925965739
1.771,-0.014593211439966308
3.1970000000000005,-0.3244714315249913
2.8309999999999995,1.6830755153763362
1.9469999999999998,-2.2226295511965684
2.951,-0.11208812460823457
0.986,0.5175238916807082
2.069,1.4138868424575706
1.2299999999999998,3.4547140055978933
0.595,0.6807387908466094
0.6040000000000001,0.8412373090342958
2.763,2.653704865196904
3.551,1.2825951425465125
-0.109,0.013840685305083374
-0.19700000000000004,-0.3522286079925762
3.6490000000000005,1.7093967033736355
5.841,-2.2908188050393026
1.833,-0.10238963937121494
3.35,0.5093633906719026
0.938,1.421626071910344
0.908,3.409403179716379
1.932,0.6302114133075531
1.933,0.8741681019426885
2.009,2.6937069154864366
1.5039999999999998,1.2447780177099386
3.73,-0.039212969318190675
-0.273,-0.34770210480647956
0.081,1.6511173165146702
1.795,-2.3644689294792984
-0.984,-0.008860118216583408
3.0269999999999997,0.5431510519236226
4.03,1.4388812982029675
0.333,3.47526378715524
2.399,0.6857337665451848
2.599,0.8725681149518194
1.548,2.667671109320261
1.683,1.265952250519606
-0.293,-0.017113118574416875
2.451,-0.34233690520473353
1.1540000000000001,1.6768003856006461
1.92,-2.3029726502065535
4.447,-0.06494469445381328
-1.6879999999999997,0.526229126498813
-0.7909999999999999,1.4268311740251596
4.945,3.450695238628552
4.244,0.6685508286651989
2.587,0.864054021841448
3.537,2.6710605061487374
3.549,1.2647083701980253
2.04,-0.014523301571521442
2.247,-0.34669053355503576
1.587,1.6788436960873763
3.081,-2.3169419157897013
1.3299999999999998,-0.059750136874690454
4.382,0.526202726323868
3.34,1.4287602235158112
2.404,3.4458466611344485
-0.758,0.6624519117349797
4.417,0.8693647289001786
2.32,2.6765810952087223
2.9189999999999996,1.259356477675521
0.8550000000000001,-0.022325212024547694
2.175,-0.34574484148664136
1.394,1.6703276233679871
3.178,-2.326582473652216
4.355,-0.046657339564770445
5.178,0.531061463651066
2.04,1.4311099316091476
3.113,3.4556426188172176
0.19,0.6708464795344359
1.698,0.8687748674599391
1.004,2.6724643829022776
3.679,1.2627629115970047
1.7560000000000002,-0.01861970294384045
1.3209999999999997,-0.34503768055059686
2.557,1.6745966102563756
2.444,-2.3170891699132983
1.396,-0.055606646437027916
2.032,0.528299712632508
1.696,1.429218515070958
-1.031,3.4514471156531887
-0.848,0.6678076129135605
3.6530000000000005,0.867590943854502
1.872,2.673230562943745
0.33199999999999996,1.262353277732009
2.056,-0.018498511944214938
1.044,-0.3457114297357734
1.143,1.6746010589594458
1.811,-2.3197405264442366
3.5190000000000006,-0.05425350930060436
4.359,0.5284830596618022
2.135,1.429623980687433
0.57,3.4510344327239304
2.685,0.6671368186087758
2.999,0.8684345787503679
2.412,2.6739722250969344
3.77,1.2616117052511462
0.321,-0.01962824228332822
3.922,-0.34552983262634773
2.544,1.6733765790869413
1.177,-2.3209466872028273
4.237,-0.05246312190814236
3.317,0.5291690751605634
2.577,1.42993427408568
0.32700000000000007,3.45247055780881
1.287,0.6683889852228273
3.181,0.868292620188292
2.104,2.673330194522642
2.143,1.2621516278179112
4.228,-0.0190190255201137
3.175,-0.3454404842263446
1.5519999999999998,1.6740732157463787
3.223,-2.319500300652977
